n,direccion,status,http_code,elapsed_s,error
257,CACHIMAYO 1231,OK,200,5.461016893386841,
258,GENERAL RIVAS 2625,OK,200,5.596747398376465,
259,FRAY CAYETANO RODRIGUEZ 760,OK,200,6.066068172454834,
260,PORTUGAL 581,OK,200,7.29435396194458,
261,WHITE 463,OK,200,6.0120604038238525,
262,CERETTI 3207,OK,200,5.170777082443237,
263,VENTURA BOSCH 7016,OK,200,7.339593887329102,
264,BELGRANO 4042,OK,200,7.435502290725708,
265,SANCHEZ DE LORIA 1721,OK,200,5.752176523208618,
266,ROBERTO J. PAYRO 1918,OK,200,5.121161222457886,
267,VILLARROEL 1389,OK,200,4.855060815811157,
268,BURELA 2662,OK,200,5.677752733230591,
269,HUMBERTO 1º 3439,OK,200,5.759785175323486,
270,MARIO BRAVO 811,OK,200,6.061021089553833,
271,DR. JUAN FELIPE ARANGUREN 3744,OK,200,5.088158369064331,
272,ASUNCION 3095,OK,200,5.11479926109314,
273,CRAIG 769,OK,200,5.088964939117432,
274,PASCO 1555,OK,200,6.782192230224609,
275,SANTANDER 4149,OK,200,4.911320924758911,
276,SERRANO 1284,OK,200,7.969595193862915,
277,AV. PAVON 3919,OK,200,5.87344765663147,
278,PALPA 3638,OK,200,4.9135754108428955,
279,TANDIL 2610,OK,200,6.9109063148498535,
280,MANUELA PEDRAZA 3520,OK,200,5.480742692947388,
281,AV. ARGENTINA 5456,OK,200,6.085458755493164,
282,BAHIA BLANCA 2552,OK,200,7.227672815322876,
283,CARACAS 4860,OK,200,6.227473735809326,
284,TRES ARROYOS 2526,OK,200,5.948428153991699,
285,TRONADOR 4528,OK,200,9.421624660491943,
286,PRINGLES 853,OK,200,8.347711563110352,
287,ALTOLAGUIRRE 2793,OK,200,12.366063833236694,
288,LA TRILLA 2157,OK,200,5.892877578735352,
289,MIRALLA 3364,OK,200,5.06106972694397,
290,DR. CARLOS A. GIANANTONIO 3993,OK,200,6.546582937240601,
291,MAURE 2334,OK,200,5.448552131652832,
292,LARRAZABAL 3227,OK,200,5.264376401901245,
293,AV. GAONA 3869,OK,200,7.3357462882995605,
294,QUINTINO BOCAYUVA 445,OK,200,5.188029050827026,
295,TIMBUES 2085,OK,200,5.844466924667358,
296,REPUBLICA BOLIVARIANA DE VENEZUELA 3708,OK,200,5.8947954177856445,
297,GUALEGUAYCHU 2561,OK,200,5.163646697998047,
298,HAITI 4040,OK,200,9.031331777572632,
299,EL CARPINTERO 6939,OK,200,7.898893356323242,
300,RENQUE CURA 1728,OK,200,5.806469202041626,
301,SENILLOSA 1834,OK,200,6.495956659317017,
302,AV. COMODORO MARTIN RIVADAVIA 1762,OK,200,6.7668328285217285,
303,MURATURE 5021,OK,200,6.335468053817749,
304,CAPDEVILA 2797,OK,200,5.50676155090332,
305,AV. SEGUROLA 840,OK,200,8.09855580329895,
306,CARLOS CALVO 3150,OK,200,6.424039602279663,
307,FONROUGE 3856,OK,200,5.125970363616943,
308,ESTADO PLURINACIONAL DE BOLIVIA 1786,OK,200,5.07085394859314,
309,OPORTO 6270,OK,200,5.5273566246032715,
310,BAZURCO 3622,OK,200,5.6307761669158936,
311,ALGARROBO 1028,OK,200,5.349547386169434,
312,ENRIQUE SANTOS DISCEPOLO 1838,ERROR,404,2.415358066558838,HTTP 404
313,DESAGUADERO 2865,OK,200,4.67584753036499,
314,MADARIAGA 6686,OK,200,7.196924448013306,
315,GIRIBONE 994,OK,200,4.9411890506744385,
316,ARCOS 4548,OK,200,5.409907102584839,
317,VIRGILIO 2351,OK,200,4.899759292602539,
318,AV. JOSE MARIA MORENO 1243,OK,200,6.034135818481445,
319,AVELINO DIAZ 2176,OK,200,4.6027350425720215,
320,REPUBLICA ARABE-SIRIA 3208,OK,200,5.1886374950408936,
321,AZARA 538,OK,200,7.038134336471558,
322,BRANDSEN 456,OK,200,10.231691122055054,
323,SANTA CATALINA 1545,OK,200,6.324997901916504,
324,ISABEL LA CATOLICA 1732,OK,200,6.379594802856445,
325,VALLEJOS 4477,OK,200,5.339598894119263,
326,ARIAS 3457,OK,200,6.151887655258179,
327,LAS CASAS 3511,OK,200,29.686342239379883,
328,CAMARONES 5492,OK,200,11.901029586791992,
329,VIEYTES 1842,OK,200,12.296222925186157,
330,PILAR 1310,OK,200,13.018471956253052,
331,URIEN 7281,OK,200,11.391034126281738,
332,THORNE 494,OK,200,14.930338382720947,
333,JORGE NEWBERY 2843,OK,200,6.2482123374938965,
334,MARCOS PAZ 3280,OK,200,5.827618360519409,
335,NUEVA YORK 3052,OK,200,6.17073917388916,
336,FRAY CAYETANO RODRIGUEZ 1065,OK,200,5.611276865005493,
337,POLA 2763,OK,200,6.408293962478638,
338,JOSE A. TERRY 380,OK,200,5.703341007232666,
339,JUAN DE CASTRO 1574,OK,200,5.157568454742432,
340,EL MAESTRO 40,OK,200,6.561621904373169,
341,LASCANO 5541,OK,200,5.263992786407471,
342,AV. CASTAÑARES 2027,OK,200,6.538735866546631,
343,SAN JOSE DE CALASANZ 1033,OK,200,5.326030731201172,
344,GUATEMALA 4446,OK,200,5.981724262237549,
345,RAWSON 217,OK,200,7.947568893432617,
346,MOCTEZUMA 909,OK,200,5.116704702377319,
347,INGENIERO JOSE ESTEVEZ 2368,OK,200,4.913882732391357,
348,HOLMBERG 2065,OK,200,4.544601678848267,
349,SALADILLO 1341,OK,200,5.682997703552246,
350,CAÑADA DE GOMEZ 4127,OK,200,4.649615526199341,
351,CONCORDIA 1328,OK,200,5.260063171386719,
352,CASTRO 947,OK,200,15.855137586593628,
353,ALEJANDRO MAGARIÑOS CERVANTES 1702,ERROR,404,0.3047010898590088,HTTP 404
354,ALEJANDRO MAGARIÑOS CERVANTES 2985,ERROR,404,0.5926673412322998,HTTP 404
355,AV. CHICLANA 2831,OK,200,5.249730825424194,
356,DEAN FUNES 1206,OK,200,9.161912202835083,
357,FRANCISCO J. ORTIZ 6973,OK,200,6.1112306118011475,
358,CASTEX 3296,OK,200,8.961159706115723,
359,AV. RIESTRA 6069,OK,200,5.506363391876221,
360,DOBLAS 1611,OK,200,6.613322734832764,
361,SUNCHALES 610,OK,200,6.790996551513672,
362,AV. VARELA 975,OK,200,17.496974229812622,
363,USPALLATA 649,OK,200,8.962365865707397,
364,SEVERO GARCIA GRANDE DE ZEQUEIRA 5977,OK,200,4.938708305358887,
365,BEAUCHEF 1108,ERROR,404,1.2938058376312256,HTTP 404
366,TEJEDOR 311,OK,200,8.303094148635864,
367,ANDRES LAMAS 1909,OK,200,4.592056512832642,
368,PARQUE ROBERTO GOYENECHE 3605,OK,200,4.771129131317139,
369,GALICIA 2809,OK,200,5.508943319320679,
370,PEDRO LOZANO 4355,OK,200,4.632237434387207,
371,PIROVANO 547,OK,200,7.180192232131958,
372,BAHIA BLANCA 4747,OK,200,5.041738510131836,
373,RIGLOS 386,OK,200,5.161149024963379,
374,JUAN AGUSTIN GARCIA 4127,OK,200,4.20466685295105,
375,ZAPIOLA 3038,OK,200,7.320294141769409,
376,CARLOS CALVO 3234,OK,200,4.464857339859009,
377,BAHIA BLANCA 3124,OK,200,5.215215682983398,
378,SEVERO GARCIA GRANDE DE ZEQUEIRA 6854,OK,200,4.486438035964966,
379,ESCALADA 1442,OK,200,7.192578315734863,
380,MARISCAL FRANCISCO SOLANO LOPEZ 2734,ERROR,404,0.40330052375793457,HTTP 404
381,CUENCA 4916,OK,200,5.623875141143799,
382,LUIS LAGOS GARCIA 961,OK,200,4.512478351593018,
383,MEDEYROS 3482,OK,200,5.247404336929321,
384,ALMIRANTE DANIEL DE SOLIER 1168,OK,200,4.6853508949279785,
385,ROJAS 801,OK,200,7.755864858627319,
386,EMILIO MITRE 269,OK,200,6.888050079345703,
387,RUFINO JOSE CUERVO 2632,ERROR,404,0.36121392250061035,HTTP 404
388,BRAGADO 5426,OK,200,5.206166505813599,
389,CORONEL CARDENAS 2269,OK,200,5.949840307235718,
390,ESTADO DE PALESTINA 747,OK,200,4.65427303314209,
391,BESARES 1982,OK,200,5.217230796813965,
392,ENRIQUE OCHOA 1013,OK,200,6.733238697052002,
393,POSADAS 1528,OK,200,7.419237852096558,
394,ALMIRANTE F. J. SEGUI 308,OK,200,4.596410751342773,
395,FRANKLIN D. ROOSEVELT 3236,OK,200,4.47359299659729,
396,UNANUE 6026,OK,200,4.291069984436035,
397,CRISOSTOMO ALVAREZ 2739,OK,200,4.976613283157349,
398,DIAZ COLODRERO 2740,OK,200,5.1468329429626465,
399,SAN PEDRO 3719,OK,200,10.353360414505005,
400,BENITO JUAREZ 1769,OK,200,5.109465599060059,
401,LEIVA 4442,OK,200,4.4541335105896,
402,AV. RIESTRA 1251,OK,200,4.737290382385254,
403,GASCON 65,OK,200,6.980517148971558,
404,CUENCA 1853,OK,200,6.092833518981934,
405,TEODORO VILARDEBO 1952,OK,200,4.376165390014648,
406,SENILLOSA 1596,OK,200,4.914568662643433,
407,CONDE 4618,OK,200,5.399816513061523,
408,JOSE E. CARBALLIDO 6377,OK,200,4.470477342605591,
409,DR. ADOLFO DICKMAN 960,OK,200,4.451620578765869,
410,LUZURIAGA 850,OK,200,6.492867946624756,
411,PIERES 623,OK,200,4.465183734893799,
412,OLIDEN 4064,OK,200,5.067677021026611,
413,LAVALLEJA 1342,OK,200,4.746132135391235,
414,JOSE ANTONIO CABRERA 3094,OK,200,4.811355113983154,
415,BLANCO ENCALADA 1152,OK,200,9.330602169036865,
416,VICTOR HUGO 1816,OK,200,5.222261190414429,
417,CALLE SIN NOMBRE OFICIAL 3449,ERROR,404,0.3174140453338623,HTTP 404
418,LARSEN 2684,OK,200,4.618011951446533,
419,ZELADA 5737,OK,200,4.514440059661865,
420,SANABRIA 1635,OK,200,4.568858861923218,
421,SUPERI 1300,OK,200,7.8601789474487305,
422,ROBERTO CUNNINGHAME GRAHAM 1170,OK,200,4.893712997436523,
423,BARADERO 471,OK,200,5.757853984832764,
424,ALMIRANTE ONOFRE BETBEDER 1461,OK,200,4.638472557067871,
425,AGUSTIN DE VEDIA 2648,OK,200,4.9174964427948,
426,GONÇALVES DIAS 552,OK,200,4.693488836288452,
427,URIARTE 2189,OK,200,7.87415885925293,
428,HABANA 4567,OK,200,6.972368478775024,
429,BARRAGAN 410,OK,200,5.400128364562988,
430,PRESIDENTE QUINTANA 89,OK,200,5.544698476791382,
431,CIUDAD DE LA PAZ 1913,OK,200,5.376786231994629,
432,AV. DIRECTORIO 3264,OK,200,5.115049839019775,
433,GRAL. VENANCIO FLORES 4375,OK,200,6.379886627197266,
434,LOS RECUERDOS 455,OK,200,5.210498571395874,
435,MAURE 3627,OK,200,5.244621992111206,
436,EREZCANO 3082,OK,200,5.213456392288208,
437,LISANDRO DE LA TORRE 305,OK,200,7.249570369720459,
438,TUCUMAN 3623,OK,200,6.699845790863037,
439,AV. RIVADAVIA 10729,OK,200,5.228944540023804,
440,SAN PEDRO 7434,OK,200,4.874544620513916,
441,TARIJA 4280,OK,200,4.329253196716309,
442,BLANCO ENCALADA 4716,OK,200,5.421514987945557,
443,PEDRO LOZANO 5965,OK,200,5.03107762336731,
444,AV. SALVADOR MARIA DEL CARRIL 2804,OK,200,4.469206094741821,
445,GREGORIO DE LAFERRERE 3743,OK,200,4.753161430358887,
446,RUIZ DE LOS LLANOS 1006,OK,200,6.3427557945251465,
447,AV. TRIUNVIRATO 5824,OK,200,6.543285369873047,
448,BOGOTA 2013,OK,200,4.982526779174805,
449,CESAR H. BACLE 3884,OK,200,5.295173406600952,
450,GARIBALDI 1975,OK,200,8.065336465835571,
451,GALICIA 1113,OK,200,5.134738922119141,
452,TIMOTEO GORDILLO 4270,OK,200,5.812506198883057,
453,LAVOISIER 3488,OK,200,5.992980003356934,
454,UNANUE 5734,OK,200,4.499047756195068,
455,THAMES 1603,OK,200,7.733281135559082,
456,IBERA 6027,OK,200,5.35368537902832,
457,DONIZETTI 299,OK,200,7.6781251430511475,
458,DELGADO 1187,OK,200,4.500279426574707,
459,AV. CORDOBA 3451,OK,200,5.569634914398193,
460,COPENHAGUE 1514,OK,200,4.529857873916626,
461,COCHRANE 2975,OK,200,5.814606428146362,
462,REMEDIOS 2819,OK,200,7.591374635696411,
463,RIO COLORADO 4469,OK,200,4.359598875045776,
464,CAPITAN DOMINGO ALEJO MILLAN 3183,ERROR,404,0.4223299026489258,HTTP 404
465,FRANCISCO ACUÑA DE FIGUEROA 812,OK,200,4.4860522747039795,
466,IRALA 15,OK,200,4.0954272747039795,
467,ZAPIOLA 3674,OK,200,5.624087810516357,
468,SANTOS DUMONT 3721,OK,200,4.482332468032837,
469,MARTINIANO LEGUIZAMON 1501,OK,200,4.696037292480469,
470,JUAN SEBASTIAN BACH 4373,OK,200,5.149835586547852,
